state,nodal_district,implementing_district,house_name,member_type,mp_name,sanction_amount,date_of_administrative_approval,work_name,unique_work_number,implementing_agency_name,work_status,date_of_receipt_of_work_proposal_from_mp,unit
Telangana,Khammam,Khammam,Lok Sabha,MP,MP_Telangana_05,800986.12,13-12-2023,Bus Shelter,TS-MPLADS-0143,District Panchayat,In Progress,07-07-2023,Number
Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad,Lok Sabha,MP,MP_Telangana_11,872979.26,04-12-2024,Drainage Improvement,TS-MPLADS-0144,Public Works Department,Under Execution,30-07-2024,Meter
Telangana,Mahabubabad,Mahabubabad,Lok Sabha,MP,MP_Telangana_11,517519.19,26-10-2023,Drinking Water Facility,TS-MPLADS-0145,Education Department,In Progress,26-09-2023,Number
Telangana,Mahabubnagar,Mahabubnagar,Lok Sabha,MP,MP_Telangana_02,975565.35,28-09-2023,Library Building,TS-MPLADS-0146,Local Body,Under Execution,23-06-2023,Number
Telangana,Mancherial,Mancherial,Lok Sabha,MP,MP_Telangana_03,685173.91,23-02-2024,Public Toilet,TS-MPLADS-0147,District Panchayat,Completed,09-12-2023,Number
Telangana,Medak,Medak,Lok Sabha,MP,MP_Telangana_12,1453931.59,05-06-2021,School Building Repair,TS-MPLADS-0148,Public Works Department,In Progress,12-02-2021,Number
Telangana,Medchal-Malkajgiri,Medchal-Malkajgiri,Lok Sabha,MP,MP_Telangana_01,2740124.25,29-01-2024,Community Hall,TS-MPLADS-0149,Municipal Administration,Sanctioned,15-10-2023,Number
Telangana,Mulugu,Mulugu,Lok Sabha,MP,MP_Telangana_12,1436636.5,23-04-2024,Drainage Improvement,TS-MPLADS-0150,Local Body,In Progress,14-12-2023,Meter
Telangana,Nagarkurnool,Nagarkurnool,Lok Sabha,MP,MP_Telangana_11,645320.89,15-11-2024,Health Centre Improvement,TS-MPLADS-0151,District Panchayat,Under Execution,18-07-2024,Number
Telangana,Nalgonda,Nalgonda,Lok Sabha,MP,MP_Telangana_11,642037.6,18-11-2024,Public Toilet,TS-MPLADS-0152,Education Department,Sanctioned,22-08-2024,Number
Telangana,Narayanpet,Narayanpet,Lok Sabha,MP,MP_Telangana_07,1085897.6,19-05-2023,Library Building,TS-MPLADS-0153,Public Works Department,Under Execution,19-01-2023,Number
Telangana,Nirmal,Nirmal,Lok Sabha,MP,MP_Telangana_04,4729149.28,06-09-2025,Community Hall,TS-MPLADS-0154,Local Body,Sanctioned,01-08-2025,Number
Telangana,Nizamabad,Nizamabad,Lok Sabha,MP,MP_Telangana_02,319332.82,23-08-2022,Public Toilet,TS-MPLADS-0155,Education Department,Under Execution,13-08-2022,Number
Telangana,Peddapalli,Peddapalli,Lok Sabha,MP,MP_Telangana_12,1632391.32,18-09-2023,Health Centre Improvement,TS-MPLADS-0156,District Panchayat,Under Execution,13-04-2023,Number
Telangana,Rajanna Sircilla,Rajanna Sircilla,Lok Sabha,MP,MP_Telangana_10,1874567.72,23-12-2022,School Building Repair,TS-MPLADS-0157,Municipal Administration,Sanctioned,01-12-2022,Number
Telangana,Rangareddy,Rangareddy,Lok Sabha,MP,MP_Telangana_12,1175464.93,19-11-2024,Drainage Improvement,TS-MPLADS-0158,Municipal Administration,Completed,25-09-2024,Meter
Telangana,Sangareddy,Sangareddy,Lok Sabha,MP,MP_Telangana_01,487393.85,17-03-2023,Road Improvement,TS-MPLADS-0159,Local Body,Sanctioned,26-09-2022,Km
Telangana,Siddipet,Siddipet,Lok Sabha,MP,MP_Telangana_10,527828.13,26-08-2024,Bus Shelter,TS-MPLADS-0160,Health Department,Sanctioned,27-04-2024,Number
Telangana,Suryapet,Suryapet,Lok Sabha,MP,MP_Telangana_01,645302.92,06-12-2024,Drinking Water Facility,TS-MPLADS-0161,Rural Development Agency,Sanctioned,23-09-2024,Number
Telangana,Vikarabad,Vikarabad,Lok Sabha,MP,MP_Telangana_01,1318429.51,24-03-2025,School Building Repair,TS-MPLADS-0162,District Panchayat,Sanctioned,29-12-2024,Number
Telangana,Wanaparthy,Wanaparthy,Lok Sabha,MP,MP_Telangana_05,779241.76,09-07-2021,Drainage Improvement,TS-MPLADS-0163,Education Department,Sanctioned,20-02-2021,Meter
Telangana,Warangal,Warangal,Lok Sabha,MP,MP_Telangana_11,2108864.19,30-04-2022,School Building Repair,TS-MPLADS-0164,Water Supply Department,Under Execution,09-02-2022,Number
Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Lok Sabha,MP,MP_Telangana_08,1345540.4,01-10-2022,Health Centre Improvement,TS-MPLADS-0165,Rural Development Agency,In Progress,24-05-2022,Number
Telangana,Adilabad,Adilabad,Lok Sabha,MP,MP_Telangana_03,1102395.88,23-07-2025,Drainage Improvement,TS-MPLADS-0166,Health Department,In Progress,16-02-2025,Meter
Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem,Lok Sabha,MP,MP_Telangana_10,1230738.16,25-07-2024,Street Lighting,TS-MPLADS-0167,Health Department,In Progress,04-05-2024,Number
Telangana,Hanamkonda,Hanamkonda,Lok Sabha,MP,MP_Telangana_02,868198.35,05-03-2023,Bus Shelter,TS-MPLADS-0168,Municipal Administration,Under Execution,25-11-2022,Number
Telangana,Hyderabad,Hyderabad,Lok Sabha,MP,MP_Telangana_08,1059224.19,18-08-2024,Library Building,TS-MPLADS-0169,Public Works Department,Under Execution,06-04-2024,Number
Telangana,Jagtial,Jagtial,Lok Sabha,MP,MP_Telangana_02,2151321.32,02-07-2023,School Building Repair,TS-MPLADS-0170,Rural Development Agency,Completed,25-04-2023,Number
Telangana,Jangaon,Jangaon,Lok Sabha,MP,MP_Telangana_01,590190.4,24-03-2022,Drinking Water Facility,TS-MPLADS-0171,Local Body,Sanctioned,10-12-2021,Number
Telangana,Jayashankar Bhupalpally,Jayashankar Bhupalpally,Lok Sabha,MP,MP_Telangana_06,553116.34,01-11-2022,Library Building,TS-MPLADS-0172,Local Body,Under Execution,07-08-2022,Number
Telangana,Jogulamba Gadwal,Jogulamba Gadwal,Lok Sabha,MP,MP_Telangana_04,874663.33,01-01-2024,Drainage Improvement,TS-MPLADS-0173,Public Works Department,Completed,09-07-2023,Meter
Telangana,Kamareddy,Kamareddy,Lok Sabha,MP,MP_Telangana_11,749527.66,16-12-2022,Drainage Improvement,TS-MPLADS-0174,Local Body,Sanctioned,08-07-2022,Meter
Telangana,Karimnagar,Karimnagar,Lok Sabha,MP,MP_Telangana_08,934695.35,25-01-2024,School Building Repair,TS-MPLADS-0175,Water Supply Department,Completed,02-10-2023,Number
Telangana,Khammam,Khammam,Lok Sabha,MP,MP_Telangana_02,19339362.07,12-08-2022,School Building Repair,TS-MPLADS-0176,Rural Development Agency,Sanctioned,03-07-2022,Number
Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad,Lok Sabha,MP,MP_Telangana_10,1597105.79,26-12-2024,School Building Repair,TS-MPLADS-0177,Water Supply Department,In Progress,08-09-2024,Number
Telangana,Mahabubabad,Mahabubabad,Lok Sabha,MP,MP_Telangana_09,1287976.64,06-12-2025,Health Centre Improvement,TS-MPLADS-0178,Public Works Department,Completed,18-08-2025,Number
Telangana,Mahabubnagar,Mahabubnagar,Lok Sabha,MP,MP_Telangana_02,2129094.05,17-10-2023,Community Hall,TS-MPLADS-0179,District Panchayat,Under Execution,14-08-2023,Number
Telangana,Mancherial,Mancherial,Lok Sabha,MP,MP_Telangana_06,976816.79,06-11-2023,Bus Shelter,TS-MPLADS-0180,Local Body,Under Execution,22-05-2023,Number
Telangana,Medak,Medak,Lok Sabha,MP,MP_Telangana_01,310739.75,23-08-2021,Bus Shelter,TS-MPLADS-0181,Education Department,Completed,25-06-2021,Number
Telangana,Medchal-Malkajgiri,Medchal-Malkajgiri,Lok Sabha,MP,MP_Telangana_07,2214448.02,08-04-2023,Health Centre Improvement,TS-MPLADS-0182,Rural Development Agency,Completed,13-02-2023,Number
Telangana,Mulugu,Mulugu,Lok Sabha,MP,MP_Telangana_05,1443702.17,04-11-2021,Library Building,TS-MPLADS-0183,Local Body,Sanctioned,09-07-2021,Number
Telangana,Nagarkurnool,Nagarkurnool,Lok Sabha,MP,MP_Telangana_04,555235.31,12-06-2022,Street Lighting,TS-MPLADS-0184,Municipal Administration,In Progress,18-12-2021,Number
Telangana,Nalgonda,Nalgonda,Lok Sabha,MP,MP_Telangana_02,1740223.22,03-03-2021,Community Hall,TS-MPLADS-0185,Municipal Administration,Completed,03-01-2021,Number
Telangana,Narayanpet,Narayanpet,Lok Sabha,MP,MP_Telangana_06,1446393.84,09-07-2023,Community Hall,TS-MPLADS-0186,Public Works Department,In Progress,14-05-2023,Number
Telangana,Nirmal,Nirmal,Lok Sabha,MP,MP_Telangana_11,870207.89,16-11-2024,Drainage Improvement,TS-MPLADS-0187,Municipal Administration,In Progress,19-08-2024,Meter
Telangana,Nizamabad,Nizamabad,Lok Sabha,MP,MP_Telangana_06,651569.79,01-08-2022,Drainage Improvement,TS-MPLADS-0188,District Panchayat,Completed,17-02-2022,Meter
Telangana,Peddapalli,Peddapalli,Lok Sabha,MP,MP_Telangana_12,469667.04,06-09-2022,Bus Shelter,TS-MPLADS-0189,Public Works Department,In Progress,17-07-2022,Number
Telangana,Rajanna Sircilla,Rajanna Sircilla,Lok Sabha,MP,MP_Telangana_02,1211741.51,05-06-2024,Library Building,TS-MPLADS-0190,District Panchayat,Completed,24-04-2024,Number
Telangana,Rangareddy,Rangareddy,Lok Sabha,MP,MP_Telangana_01,919011.76,06-05-2025,Road Improvement,TS-MPLADS-0191,Water Supply Department,Completed,11-04-2025,Km
Telangana,Sangareddy,Sangareddy,Lok Sabha,MP,MP_Telangana_08,3549836.77,15-11-2021,Community Hall,TS-MPLADS-0192,Rural Development Agency,Sanctioned,08-07-2021,Number
Telangana,Siddipet,Siddipet,Lok Sabha,MP,MP_Telangana_11,1242323.91,04-02-2024,School Building Repair,TS-MPLADS-0193,District Panchayat,Under Execution,01-10-2023,Number
Telangana,Suryapet,Suryapet,Lok Sabha,MP,MP_Telangana_02,790206.2,14-02-2024,Drainage Improvement,TS-MPLADS-0194,Local Body,Under Execution,19-11-2023,Meter
Telangana,Vikarabad,Vikarabad,Lok Sabha,MP,MP_Telangana_12,841177.81,30-04-2022,School Building Repair,TS-MPLADS-0195,Local Body,Sanctioned,09-03-2022,Number
Telangana,Wanaparthy,Wanaparthy,Lok Sabha,MP,MP_Telangana_05,1086723.79,24-08-2025,Health Centre Improvement,TS-MPLADS-0196,Municipal Administration,In Progress,01-08-2025,Number
Telangana,Warangal,Warangal,Lok Sabha,MP,MP_Telangana_08,1393783.97,19-10-2024,Drainage Improvement,TS-MPLADS-0197,Education Department,In Progress,20-09-2024,Meter
Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Lok Sabha,MP,MP_Telangana_01,563340.98,20-11-2022,Public Toilet,TS-MPLADS-0198,Health Department,In Progress,24-06-2022,Number
Telangana,Adilabad,Adilabad,Lok Sabha,MP,MP_Telangana_02,511152.2,11-06-2021,Drinking Water Facility,TS-MPLADS-0199,Water Supply Department,Sanctioned,02-02-2021,Number
Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem,Lok Sabha,MP,MP_Telangana_04,874748.51,06-11-2024,Drinking Water Facility,TS-MPLADS-0200,Municipal Administration,Sanctioned,09-06-2024,Number
Telangana,Hanamkonda,Hanamkonda,Lok Sabha,MP,MP_Telangana_02,818408.71,22-12-2021,School Building Repair,TS-MPLADS-0201,Rural Development Agency,Completed,03-08-2021,Number
Telangana,Hyderabad,Hyderabad,Lok Sabha,MP,MP_Telangana_12,687568.42,12-06-2023,Bus Shelter,TS-MPLADS-0202,Local Body,Completed,13-05-2023,Number
Telangana,Jagtial,Jagtial,Lok Sabha,MP,MP_Telangana_08,903612.54,02-12-2025,Drainage Improvement,TS-MPLADS-0203,Education Department,Under Execution,16-08-2025,Meter
Telangana,Jangaon,Jangaon,Lok Sabha,MP,MP_Telangana_07,479254.04,26-04-2025,Road Improvement,TS-MPLADS-0204,Municipal Administration,In Progress,05-02-2025,Km
Telangana,Jayashankar Bhupalpally,Jayashankar Bhupalpally,Lok Sabha,MP,MP_Telangana_08,837153.94,21-06-2021,Bus Shelter,TS-MPLADS-0205,District Panchayat,Sanctioned,27-03-2021,Number
Telangana,Jogulamba Gadwal,Jogulamba Gadwal,Lok Sabha,MP,MP_Telangana_01,2125401.22,03-01-2025,Health Centre Improvement,TS-MPLADS-0206,Municipal Administration,Completed,22-11-2024,Number
Telangana,Kamareddy,Kamareddy,Lok Sabha,MP,MP_Telangana_04,743961.6,10-04-2026,Library Building,TS-MPLADS-0207,Municipal Administration,Sanctioned,25-01-2025,Number
Telangana,Karimnagar,Karimnagar,Lok Sabha,MP,MP_Telangana_09,1412279.93,22-03-2023,Drainage Improvement,TS-MPLADS-0208,Water Supply Department,Sanctioned,05-11-2022,Meter
Telangana,Khammam,Khammam,Lok Sabha,MP,MP_Telangana_12,1073188.63,21-11-2024,School Building Repair,TS-MPLADS-0209,Local Body,Sanctioned,13-07-2024,Number
Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad,Lok Sabha,MP,MP_Telangana_10,1638817.25,06-02-2021,Health Centre Improvement,TS-MPLADS-0210,Public Works Department,In Progress,22-01-2021,Number
Telangana,Mahabubabad,Mahabubabad,Lok Sabha,MP,MP_Telangana_11,1303128.23,28-10-2021,Health Centre Improvement,TS-MPLADS-0211,Municipal Administration,Sanctioned,09-06-2021,Number
Telangana,Mahabubnagar,Mahabubnagar,Lok Sabha,MP,MP_Telangana_12,506992.02,21-11-2021,Street Lighting,TS-MPLADS-0212,Health Department,Completed,11-09-2021,Number
Telangana,Mancherial,Mancherial,Lok Sabha,MP,MP_Telangana_11,998738.08,26-06-2025,Health Centre Improvement,TS-MPLADS-0213,District Panchayat,In Progress,31-12-2024,Number
Telangana,Medak,Medak,Lok Sabha,MP,MP_Telangana_11,1010879.81,27-09-2024,Library Building,TS-MPLADS-0214,Public Works Department,Sanctioned,31-05-2024,Number
Telangana,Medchal-Malkajgiri,Medchal-Malkajgiri,Lok Sabha,MP,MP_Telangana_09,804046.57,12-10-2024,Road Improvement,TS-MPLADS-0215,Local Body,Sanctioned,14-06-2024,Km
Telangana,Mulugu,Mulugu,Lok Sabha,MP,MP_Telangana_11,461008.96,16-11-2021,Street Lighting,TS-MPLADS-0216,Water Supply Department,Under Execution,27-06-2021,Number
Telangana,Nagarkurnool,Nagarkurnool,Lok Sabha,MP,MP_Telangana_03,1712107.08,29-06-2021,Drainage Improvement,TS-MPLADS-0217,Public Works Department,Completed,19-06-2021,Meter
Telangana,Nalgonda,Nalgonda,Lok Sabha,MP,MP_Telangana_05,2216907.96,16-01-2026,School Building Repair,TS-MPLADS-0218,Local Body,Under Execution,23-07-2025,Number
Telangana,Narayanpet,Narayanpet,Lok Sabha,MP,MP_Telangana_04,1521127.15,26-02-2023,Public Toilet,TS-MPLADS-0219,Education Department,Sanctioned,02-11-2022,Number
Telangana,Nirmal,Nirmal,Lok Sabha,MP,MP_Telangana_08,704839.66,08-12-2022,Drinking Water Facility,TS-MPLADS-0220,Education Department,In Progress,27-11-2022,Number
Telangana,Nizamabad,Nizamabad,Lok Sabha,MP,MP_Telangana_05,771689.22,06-02-2022,Road Improvement,TS-MPLADS-0221,Water Supply Department,Completed,01-12-2021,Km
Telangana,Peddapalli,Peddapalli,Lok Sabha,MP,MP_Telangana_09,406130.0,05-12-2021,Drinking Water Facility,TS-MPLADS-0222,Rural Development Agency,Under Execution,04-10-2021,Number
Telangana,Rajanna Sircilla,Rajanna Sircilla,Lok Sabha,MP,MP_Telangana_02,685834.54,03-04-2022,Bus Shelter,TS-MPLADS-0223,Education Department,Under Execution,19-02-2022,Number
Telangana,Rangareddy,Rangareddy,Lok Sabha,MP,MP_Telangana_03,500121.18,18-07-2022,Drinking Water Facility,TS-MPLADS-0224,Public Works Department,Sanctioned,18-04-2022,Number
Telangana,Sangareddy,Sangareddy,Lok Sabha,MP,MP_Telangana_04,771767.11,03-06-2023,Road Improvement,TS-MPLADS-0225,Rural Development Agency,In Progress,08-03-2023,Km
Telangana,Siddipet,Siddipet,Lok Sabha,MP,MP_Telangana_08,361007.65,09-08-2025,Road Improvement,TS-MPLADS-0226,Local Body,Completed,19-06-2025,Km
Telangana,Suryapet,Suryapet,Lok Sabha,MP,MP_Telangana_04,1157340.29,08-04-2022,School Building Repair,TS-MPLADS-0227,District Panchayat,Under Execution,06-03-2022,Number
Telangana,Vikarabad,Vikarabad,Lok Sabha,MP,MP_Telangana_12,474467.74,09-04-2025,Bus Shelter,TS-MPLADS-0228,District Panchayat,Under Execution,13-03-2025,Number
Telangana,Wanaparthy,Wanaparthy,Lok Sabha,MP,MP_Telangana_02,1391484.37,21-07-2021,Drainage Improvement,TS-MPLADS-0229,Municipal Administration,Sanctioned,03-05-2021,Meter
Telangana,Warangal,Warangal,Lok Sabha,MP,MP_Telangana_11,448257.03,09-11-2021,Street Lighting,TS-MPLADS-0230,Public Works Department,Sanctioned,14-06-2021,Number
Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Lok Sabha,MP,MP_Telangana_04,806967.62,01-11-2021,Drainage Improvement,TS-MPLADS-0231,Rural Development Agency,Under Execution,09-10-2021,Meter
Telangana,Adilabad,Adilabad,Lok Sabha,MP,MP_Telangana_09,945976.92,29-12-2023,Drinking Water Facility,TS-MPLADS-0232,Water Supply Department,In Progress,21-09-2023,Number
Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem,Lok Sabha,MP,MP_Telangana_10,949704.05,18-12-2022,Library Building,TS-MPLADS-0233,Rural Development Agency,Completed,20-11-2022,Number
Telangana,Hanamkonda,Hanamkonda,Lok Sabha,MP,MP_Telangana_02,462065.7,07-08-2025,Public Toilet,TS-MPLADS-0234,Health Department,Completed,20-05-2025,Number
Telangana,Hyderabad,Hyderabad,Lok Sabha,MP,MP_Telangana_11,614923.08,05-05-2022,Drinking Water Facility,TS-MPLADS-0235,Health Department,In Progress,26-03-2022,Number
Telangana,Jagtial,Jagtial,Lok Sabha,MP,MP_Telangana_03,988978.05,17-03-2023,Road Improvement,TS-MPLADS-0236,Municipal Administration,Under Execution,04-02-2023,Km
Telangana,Jangaon,Jangaon,Lok Sabha,MP,MP_Telangana_05,1083215.76,12-06-2025,Drainage Improvement,TS-MPLADS-0237,Health Department,Completed,26-01-2025,Meter
Telangana,Jayashankar Bhupalpally,Jayashankar Bhupalpally,Lok Sabha,MP,MP_Telangana_02,590612.35,22-04-2022,Drinking Water Facility,TS-MPLADS-0238,Rural Development Agency,Under Execution,21-02-2022,Number
Telangana,Jogulamba Gadwal,Jogulamba Gadwal,Lok Sabha,MP,MP_Telangana_07,1352677.91,18-10-2024,Road Improvement,TS-MPLADS-0239,Public Works Department,Sanctioned,14-08-2024,Km
Telangana,Kamareddy,Kamareddy,Lok Sabha,MP,MP_Telangana_06,821483.11,29-11-2023,Drinking Water Facility,TS-MPLADS-0240,District Panchayat,Completed,02-07-2023,Number
Telangana,Karimnagar,Karimnagar,Lok Sabha,MP,MP_Telangana_06,4449886.68,02-07-2025,Community Hall,TS-MPLADS-0241,Municipal Administration,Completed,07-06-2025,Number
Telangana,Khammam,Khammam,Lok Sabha,MP,MP_Telangana_03,775769.06,21-01-2024,Drinking Water Facility,TS-MPLADS-0242,Water Supply Department,Completed,01-08-2023,Number
Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad,Lok Sabha,MP,MP_Telangana_12,1090999.59,27-08-2021,Drinking Water Facility,TS-MPLADS-0243,Local Body,Sanctioned,22-07-2021,Number
Telangana,Mahabubabad,Mahabubabad,Lok Sabha,MP,MP_Telangana_05,618060.24,24-08-2023,Road Improvement,TS-MPLADS-0244,Health Department,Completed,02-03-2023,Km
Telangana,Mahabubnagar,Mahabubnagar,Lok Sabha,MP,MP_Telangana_10,278888.15,11-09-2025,Library Building,TS-MPLADS-0245,District Panchayat,In Progress,08-08-2025,Number
Telangana,Mancherial,Mancherial,Lok Sabha,MP,MP_Telangana_12,665744.0,14-02-2022,Library Building,TS-MPLADS-0246,Education Department,Completed,17-09-2021,Number
Telangana,Medak,Medak,Lok Sabha,MP,MP_Telangana_10,3288683.12,25-08-2022,Health Centre Improvement,TS-MPLADS-0247,Rural Development Agency,Under Execution,06-08-2022,Number
Telangana,Medchal-Malkajgiri,Medchal-Malkajgiri,Lok Sabha,MP,MP_Telangana_03,523463.65,08-02-2025,Public Toilet,TS-MPLADS-0248,Education Department,In Progress,11-09-2024,Number
Telangana,Mulugu,Mulugu,Lok Sabha,MP,MP_Telangana_01,744279.96,09-05-2024,School Building Repair,TS-MPLADS-0249,District Panchayat,In Progress,23-12-2023,Number
Telangana,Nagarkurnool,Nagarkurnool,Lok Sabha,MP,MP_Telangana_06,1012187.83,02-07-2021,Library Building,TS-MPLADS-0250,Public Works Department,Completed,16-04-2021,Number
Telangana,Nalgonda,Nalgonda,Lok Sabha,MP,MP_Telangana_05,868671.74,14-03-2024,Bus Shelter,TS-MPLADS-0251,Health Department,In Progress,11-12-2023,Number
Telangana,Narayanpet,Narayanpet,Lok Sabha,MP,MP_Telangana_06,519367.51,28-09-2024,Street Lighting,TS-MPLADS-0252,Health Department,Sanctioned,19-05-2024,Number
Telangana,Nirmal,Nirmal,Lok Sabha,MP,MP_Telangana_12,409661.0,07-07-2023,Road Improvement,TS-MPLADS-0253,Education Department,Completed,15-03-2023,Km
Telangana,Nizamabad,Nizamabad,Lok Sabha,MP,MP_Telangana_11,873295.38,22-08-2024,Road Improvement,TS-MPLADS-0254,Local Body,In Progress,27-02-2024,Km
Telangana,Peddapalli,Peddapalli,Lok Sabha,MP,MP_Telangana_09,1482649.81,12-07-2025,School Building Repair,TS-MPLADS-0255,Public Works Department,Sanctioned,26-02-2025,Number
Telangana,Rajanna Sircilla,Rajanna Sircilla,Lok Sabha,MP,MP_Telangana_04,1174768.53,06-03-2024,Bus Shelter,TS-MPLADS-0256,Health Department,In Progress,27-01-2024,Number
Telangana,Rangareddy,Rangareddy,Lok Sabha,MP,MP_Telangana_05,791977.03,25-08-2024,Bus Shelter,TS-MPLADS-0257,Municipal Administration,Sanctioned,09-06-2024,Number
Telangana,Sangareddy,Sangareddy,Lok Sabha,MP,MP_Telangana_11,1200758.07,26-09-2023,Drainage Improvement,TS-MPLADS-0258,Municipal Administration,Sanctioned,16-05-2023,Meter
Telangana,Siddipet,Siddipet,Lok Sabha,MP,MP_Telangana_05,749044.42,12-12-2022,Street Lighting,TS-MPLADS-0259,District Panchayat,Completed,06-08-2022,Number
Telangana,Suryapet,Suryapet,Lok Sabha,MP,MP_Telangana_09,877047.16,09-08-2021,Library Building,TS-MPLADS-0260,Health Department,Sanctioned,05-06-2021,Number
Telangana,Vikarabad,Vikarabad,Lok Sabha,MP,MP_Telangana_04,1325332.17,13-07-2021,Drinking Water Facility,TS-MPLADS-0261,Municipal Administration,Under Execution,03-02-2021,Number
Telangana,Wanaparthy,Wanaparthy,Lok Sabha,MP,MP_Telangana_03,1049274.85,20-05-2025,Health Centre Improvement,TS-MPLADS-0262,Municipal Administration,Completed,03-01-2025,Number
Telangana,Warangal,Warangal,Lok Sabha,MP,MP_Telangana_02,1242214.52,31-08-2022,Library Building,TS-MPLADS-0263,District Panchayat,Sanctioned,13-04-2022,Number
Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Lok Sabha,MP,MP_Telangana_03,1860996.77,11-08-2025,Health Centre Improvement,TS-MPLADS-0264,Education Department,Sanctioned,28-03-2025,Number
Telangana,Adilabad,Adilabad,Lok Sabha,MP,MP_Telangana_08,708890.67,25-09-2025,Bus Shelter,TS-MPLADS-0265,District Panchayat,Sanctioned,08-06-2025,Number
Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem,Lok Sabha,MP,MP_Telangana_12,751485.27,08-11-2022,Road Improvement,TS-MPLADS-0266,Public Works Department,Sanctioned,29-06-2022,Km
Telangana,Hanamkonda,Hanamkonda,Lok Sabha,MP,MP_Telangana_05,899561.42,21-05-2021,Drainage Improvement,TS-MPLADS-0267,Local Body,Sanctioned,09-02-2021,Meter
Telangana,Hyderabad,Hyderabad,Lok Sabha,MP,MP_Telangana_12,1014044.64,05-03-2023,Drinking Water Facility,TS-MPLADS-0268,District Panchayat,In Progress,25-01-2023,Number
Telangana,Jagtial,Jagtial,Lok Sabha,MP,MP_Telangana_06,1036318.01,21-11-2023,Library Building,TS-MPLADS-0269,Water Supply Department,In Progress,15-07-2023,Number
Telangana,Jangaon,Jangaon,Lok Sabha,MP,MP_Telangana_11,1209138.43,09-05-2022,Library Building,TS-MPLADS-0270,District Panchayat,Under Execution,20-02-2022,Number
Telangana,Jayashankar Bhupalpally,Jayashankar Bhupalpally,Lok Sabha,MP,MP_Telangana_09,1396600.55,03-08-2025,Health Centre Improvement,TS-MPLADS-0271,Municipal Administration,Under Execution,21-07-2025,Number
Telangana,Jogulamba Gadwal,Jogulamba Gadwal,Lok Sabha,MP,MP_Telangana_06,4184954.49,23-07-2023,Community Hall,TS-MPLADS-0272,Education Department,Sanctioned,29-03-2023,Number
Telangana,Kamareddy,Kamareddy,Lok Sabha,MP,MP_Telangana_04,584211.16,07-07-2022,Public Toilet,TS-MPLADS-0273,District Panchayat,In Progress,07-05-2022,Number
Telangana,Karimnagar,Karimnagar,Lok Sabha,MP,MP_Telangana_10,1783546.25,09-05-2022,School Building Repair,TS-MPLADS-0274,Education Department,Completed,08-01-2022,Number
Telangana,Khammam,Khammam,Lok Sabha,MP,MP_Telangana_05,938112.64,29-01-2021,Drinking Water Facility,TS-MPLADS-0275,Municipal Administration,Under Execution,13-01-2021,Number
Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad,Lok Sabha,MP,MP_Telangana_10,812374.06,30-12-2021,School Building Repair,TS-MPLADS-0276,Rural Development Agency,In Progress,24-08-2021,Number
Telangana,Mahabubabad,Mahabubabad,Lok Sabha,MP,MP_Telangana_03,649566.21,22-10-2025,Street Lighting,TS-MPLADS-0277,Rural Development Agency,In Progress,25-08-2025,Number
Telangana,Mahabubnagar,Mahabubnagar,Lok Sabha,MP,MP_Telangana_12,991565.21,27-04-2024,Street Lighting,TS-MPLADS-0278,Health Department,Completed,20-11-2023,Number
Telangana,Mancherial,Mancherial,Lok Sabha,MP,MP_Telangana_10,1532860.93,11-12-2021,Health Centre Improvement,TS-MPLADS-0279,Public Works Department,Under Execution,23-08-2021,Number
Telangana,Medak,Medak,Lok Sabha,MP,MP_Telangana_02,699109.94,28-04-2024,School Building Repair,TS-MPLADS-0280,Education Department,Completed,02-02-2024,Number
Telangana,Medchal-Malkajgiri,Medchal-Malkajgiri,Lok Sabha,MP,MP_Telangana_07,2507453.51,27-03-2023,Community Hall,TS-MPLADS-0281,District Panchayat,Sanctioned,21-12-2022,Number
Telangana,Mulugu,Mulugu,Lok Sabha,MP,MP_Telangana_12,1075222.47,25-01-2024,Bus Shelter,TS-MPLADS-0282,Rural Development Agency,Completed,15-01-2024,Number
Telangana,Nagarkurnool,Nagarkurnool,Lok Sabha,MP,MP_Telangana_12,772239.01,21-06-2024,Public Toilet,TS-MPLADS-0283,District Panchayat,In Progress,22-05-2024,Number
Telangana,Nalgonda,Nalgonda,Lok Sabha,MP,MP_Telangana_01,2998679.22,07-02-2023,Community Hall,TS-MPLADS-0284,Water Supply Department,In Progress,24-12-2022,Number
Telangana,Narayanpet,Narayanpet,Lok Sabha,MP,MP_Telangana_10,605770.93,03-01-2025,Drinking Water Facility,TS-MPLADS-0285,Local Body,In Progress,31-08-2024,Number
